Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Yaya Touré,Triple Threat Hero,88,CDM,"CM,CAM",1340000,,Premier League,Côte d'Ivoire,HERO,4,4,M \ M,80,84,87,85,82,90
Ali Krieger,Premium SBC,88,CB,CDM,49700,,NWSL,United States,NJ/NY Gotham,3,3,M \ H,85,57,82,81,89,82
Megan Rapinoe,Premium SBC,88,CAM,"LM,LW",71500,,NWSL,United States,OL Reign,4,5,H \ M,86,87,87,89,51,80
Fabinho,FC Pro,88,CDM,,25000,3.85%,ROSHN Saudi League,Brazil,Al Ittihad,3,3,M \ H,78,74,84,83,87,88
Dele Alli,FC Pro,88,CAM,CM,92500,,Premier League,England,Everton,4,4,H \ M,84,88,87,90,74,80
Angelo Ogbonna,FC Pro,88,CB,,151000,,Premier League,Italy,West Ham,2,3,M \ M,82,51,72,72,89,88
Kalidou Koulibaly,FC Pro,88,CB,RB,68000,,ROSHN Saudi League,Senegal,Al Hilal,2,4,M \ H,83,52,68,75,88,88
Kolo Muani,FC Pro,88,ST,"RM,CF,RW",273000,4.21%,Ligue 1 Uber Eats,France,Paris SG,4,4,H \ M,94,84,80,90,42,74
Donyell Malen,FC Pro,88,RM,"RW,ST,LW",50000,,Bundesliga,Holland,Borussia Dortmund,4,4,H \ M,94,86,83,91,42,82
Renan Augusto Lodi dos Santos,FC Pro,88,LB,"RB,LWB",88750,,Ligue 1 Uber Eats,Brazil,OM,4,3,H \ H,92,77,86,86,85,83
Gabriel Jesus,Thunderstruck,88,ST,"CF,RW",118000,,Premier League,Brazil,Arsenal,4,3,H \ H,88,86,82,92,44,83
Raphaël Varane,Thunderstruck,88,CB,,530000,1.85%,Premier League,France,Manchester Utd,2,4,M \ H,82,53,68,71,89,81
Romelu Lukaku,Thunderstruck,88,ST,CF,22000,3.30%,Serie A TIM,Belgium,Roma FC,3,4,M \ L,86,89,80,83,42,89
Ruben Loftus-Cheek,Thunderstruck,88,CM,"RWB,CDM",0,,Serie A TIM,England,Milan,4,4,H \ M,82,83,88,89,81,87
Memphis Depay,Thunderstruck SBC,88,ST,"CF,LW",297700,3.30%,LALIGA EA SPORTS,Holland,Atlético de Madrid,5,3,H \ H,86,88,86,89,34,85
Michael Ballack,Thunderstruck Icon S,88,CM,CAM,378250,3.30%,Icons,Germany,EA FC ICONS,4,4,H \ H,83,88,86,82,80,84
Sol Campbell,Thunderstruck Icon,88,CB,,378000,,Icons,England,EA FC ICONS,2,3,L \ M,83,47,63,62,89,91
Malcom Filipe Silva de Oliveira,ShowDown SBC,88,RM,RW,56300,,ROSHN Saudi League,Brazil,Al Hilal,4,4,H \ M,92,85,84,89,34,72
Jerzy Dudek,Hero,88,GK,,49250,,Premier League,Poland,HERO,1,3,M \ M,88,86,80,92,62,88
Ole Gunnar Solskjær,Hero,88,ST,CF,36000,2.70%,Premier League,Norway,HERO,3,4,H \ M,88,90,77,86,47,70
Cristian Romero,Thunderstruck SBC,88,CB,,66400,2.70%,Premier League,Argentina,Spurs,3,2,M \ H,78,52,66,72,90,88
Kangin Lee,Thunderstruck SBC,88,LW,"LM,ST",57700,2.70%,Ligue 1 Uber Eats,Korea Republic,Paris SG,4,3,H \ M,90,86,89,90,41,79
Domenico Berardi,SIF,88,RM,RW,51500,8.85%,Serie A TIM,Italy,Sassuolo,4,4,H \ M,87,88,86,90,39,77
Paulo Dybala,SIF,88,ST,"CAM,CF",73500,1.34%,Serie A TIM,Argentina,Roma FC,4,3,H \ L,84,89,87,92,42,62
Pierre-Emerick Aubameyang,Radioactive SBC,88,ST,CF,92300,1.34%,Ligue 1 Uber Eats,Gabon,OM,4,4,H \ L,91,88,80,86,43,75
Ronald Araujo,Radioactive,88,CB,RB,415000,,LALIGA EA SPORTS,Uruguay,FC Barcelona,2,3,M \ H,82,53,67,65,89,87
Nani,Radioactive,88,CAM,"LM,RW,LW",33750,,Trendyol Süper Lig,Portugal,Adana Demirspor,4,5,M \ L,85,85,82,88,49,78
Khvicha Kvaratskhelia,Radioactive,88,RW,"LM,LW",296000,,Serie A TIM,Georgia,Napoli FC,5,5,M \ M,90,83,83,89,43,73
Anderson Talisca,Radioactive,88,CAM,"RM,RW,ST",68000,,ROSHN Saudi League,Brazil,Al Nassr,4,4,M \ L,86,87,84,87,60,83
Christine Sinclair,Premium SBC,88,CAM,"CM,ST",60550,,NWSL,Canada,Portland Timbers-Thorns,4,5,H \ M,82,88,88,85,49,88
Lucas Hernández,Dynasties,88,CB,LB,298500,,Ligue 1 Uber Eats,France,Paris SG,2,3,M \ H,84,60,74,74,88,84
Patrick Kluivert,Dynasties ICON,88,ST,CF,33000,2.94%,Icons,Holland,EA FC ICONS,4,4,H \ L,87,87,78,82,41,80
Henrik Larsson,Dynasties ICON,88,ST,CF,33500,2.90%,Icons,Sweden,EA FC ICONS,3,4,H \ H,90,88,75,85,47,75
Lauren James,Dynasties,88,RW,"RM,CAM,ST",173000,6.49%,Barclays WSL,England,Chelsea,5,4,H \ L,91,82,86,89,36,85
Reece James,Dynasties,88,RB,RWB,398000,,Premier League,England,Chelsea,4,3,H \ M,90,78,86,85,85,84
Theo Hernández,Dynasties,88,LB,"LWB,LM",690000,5.99%,Serie A TIM,France,Milan,4,3,H \ M,95,76,80,83,81,86
Rodrygo,UCL TOTGS,88,ST,"RM,RW,LW",388000,,LALIGA EA SPORTS,Brazil,Real Madrid,4,4,M \ M,91,86,84,91,34,67
Mats Hummels,UCL TOTGS,88,CB,,26000,6.31%,Bundesliga,Germany,Borussia Dortmund,3,3,M \ M,76,65,82,77,90,84
Rafael Leão,UCL TOTGS,88,LW,"LM,CF,ST",550000,,Serie A TIM,Portugal,Milan,4,4,M \ L,95,83,77,90,31,78
Julián Álvarez,UCL TOTGS,88,CF,"RW,ST",322000,,Premier League,Argentina,Manchester City,4,4,H \ H,87,89,85,91,65,84
Jonathan Clauss,UEL TOTGS,88,RB,"RWB,RM",217000,,Ligue 1 Uber Eats,France,OM,3,3,H \ H,93,77,84,85,82,80
Daphne Corboz,ShowDown SBC,88,CM,CDM,28400,,D1 Arkema,France,Paris FC,3,4,H \ M,82,84,91,87,80,78
Tabitha Chawinga,Champions League,88,ST,CF,28000,4.27%,D1 Arkema,Malawi,Paris SG,4,3,H \ M,93,87,77,87,45,81
Zubeldia,UCL TOTGS SBC,88,CB,,13450,4.27%,LALIGA EA SPORTS,Spain,Real Sociedad,2,3,M \ M,80,72,83,81,86,88
Luka Modric,IF,88,CAM,CM,62000,3.13%,LALIGA EA SPORTS,Croatia,Real Madrid,4,4,M \ M,74,77,90,88,73,68
Éder Militão,Winter Wildcards,88,CB,,704000,0.71%,LALIGA EA SPORTS,Brazil,Real Madrid,2,3,M \ H,86,53,72,74,88,84
Grimaldo,Winter Wildcards,88,CM,"LB,LM,LW",102000,5.56%,Bundesliga,Spain,Leverkusen,4,3,H \ H,87,81,87,89,80,78
Ian Rush,Winter Wildcard ICON,88,CM,CDM,57000,,Icons,Wales,EA FC ICONS,3,4,H \ M,83,80,88,88,78,84
Luis Hernández,Winter Wildcard ICON,88,ST,CF,99850,,Icons,Mexico,EA FC ICONS,4,4,H \ M,90,88,74,87,46,70
David Alaba,Winter Wildcards,88,CDM,"LB,CM",205000,0.49%,LALIGA EA SPORTS,Austria,Real Madrid,3,4,M \ H,82,79,86,84,85,82
Oyarzabal,Winter Wildcards,88,RM,"LM,RW,LW",22000,,LALIGA EA SPORTS,Spain,Real Sociedad,5,3,H \ M,85,87,86,90,45,70
Sergej Milinkovic-Savic,SIF,88,CM,,40000,4.76%,ROSHN Saudi League,Serbia,Al Hilal,4,5,H \ M,71,83,84,85,82,88
Ciro Immobile,Winter Wildcards SBC,88,ST,CF,95850,,Serie A TIM,Italy,Latium,4,5,H \ M,89,90,75,82,43,79
Leon Goretzka,Winter Wildcards,88,CM,CDM,231000,5.71%,Bundesliga,Germany,FC Bayern München,3,4,H \ M,80,85,85,87,84,88
Roy Keane,Winter Wildcard ICON,88,LB,"LWB,CM,LM",180850,,Icons,Republic of Ireland,EA FC ICONS,3,3,M \ H,82,71,84,82,85,86
David Trezeguet,Winter Wildcard ICON,88,CM,,93150,,Icons,France,EA FC ICONS,4,4,M \ M,84,83,86,88,82,79
Raheem Sterling,Versus Fire SBC,88,LW,"LM,RW,ST",571650,,Premier League,England,Chelsea,4,5,H \ M,90,91,82,89,49,73
Raheem Sterling,Versus Ice SBC,88,RW,"RM,LM,CAM",571550,,Premier League,England,Chelsea,5,4,H \ M,90,84,82,92,49,73
Ramos García,Versus Ice,88,CDM,CM,660000,1.49%,LALIGA EA SPORTS,Spain,Sevilla FC,3,4,H \ H,81,78,88,80,86,82
Kieran Trippier,Versus Ice,88,CM,,207000,7.59%,Premier League,England,Newcastle Utd,3,4,M \ H,80,75,91,87,88,81
Lukáš Hrádecký,Versus Ice,88,GK,,24000,7.59%,Bundesliga,Finland,Leverkusen,3,3,M \ M,88,88,72,93,44,85
Ramos García,Versus Fire,88,CB,,715000,,LALIGA EA SPORTS,Spain,Sevilla FC,4,3,H \ H,80,74,80,75,87,85
Lukáš Hrádecký,Versus Fire,88,GK,,24250,,Bundesliga,Finland,Leverkusen,3,3,M \ M,91,84,72,90,47,88
Kieran Trippier,Versus Fire,88,RB,RWB,295000,,Premier League,England,Newcastle Utd,3,4,M \ H,85,73,90,85,90,82
Roberto Firmino,Versus Ice,88,ST,CF,77000,6.67%,ROSHN Saudi League,Brazil,Al Ahli,5,4,H \ H,82,86,81,89,66,82
Roberto Firmino,Versus Fire,88,CM,,242000,1.63%,ROSHN Saudi League,Brazil,Al Ahli,5,4,H \ H,84,82,85,90,75,82
Frenkie de Jong,IF,88,CM,,107000,,LALIGA EA SPORTS,Holland,FC Barcelona,4,3,H \ M,83,70,87,88,79,80
Dominic Solanke,PL POTM SBC,88,ST,CF,78300,,Premier League,England,AFC Bournemouth,3,4,H \ M,88,90,83,89,46,92
Páez Gavira,Versus Fire SBC,88,CM,"CAM,LW",218050,,LALIGA EA SPORTS,Spain,FC Barcelona,5,4,H \ H,84,78,89,91,78,79
Páez Gavira,Versus Ice SBC,88,CM,"CAM,LW",217800,,LALIGA EA SPORTS,Spain,FC Barcelona,4,5,H \ H,84,76,91,89,80,79
Ashley Lawrence,Versus Ice,88,RB,RWB,161000,4.73%,Barclays WSL,Canada,Chelsea,4,4,H \ H,88,68,83,85,83,82
Alexis Sánchez,Versus Ice,88,CAM,LW,39500,,Serie A TIM,Chile,Inter,4,5,H \ H,86,83,87,89,60,74
Antonio Rüdiger,Versus Ice,88,CDM,,318000,3.05%,LALIGA EA SPORTS,Germany,Real Madrid,3,3,H \ H,86,61,80,77,85,88
Fikayo Tomori,Versus Ice,88,CDM,,589000,0.17%,Serie A TIM,England,Milan,3,4,M \ H,88,45,70,76,90,85
Kingsley Coman,Versus Ice,88,RW,"RWB,RM",214000,3.60%,Bundesliga,France,FC Bayern München,5,3,H \ M,92,83,87,90,35,71
João Félix,Versus Ice,88,CF,ST,540000,4.42%,LALIGA EA SPORTS,Portugal,FC Barcelona,5,4,H \ M,88,88,84,89,45,74
Kingsley Coman,Versus Fire,88,LW,"LWB,LM",225000,3.02%,Bundesliga,France,FC Bayern München,5,3,H \ M,92,81,84,91,35,75
Alexis Sánchez,Versus Fire,88,ST,CF,84000,1.75%,Serie A TIM,Chile,Inter,5,4,H \ H,90,88,82,86,55,71
Antonio Rüdiger,Versus Fire,88,CB,,567000,6.90%,LALIGA EA SPORTS,Germany,Real Madrid,3,3,H \ H,84,57,74,74,87,89
Ashley Lawrence,Versus Fire,88,LB,LWB,115000,1.71%,Barclays WSL,Canada,Chelsea,4,4,H \ H,88,68,87,81,86,80
João Félix,Versus Fire,88,LW,LM,530000,0.56%,LALIGA EA SPORTS,Portugal,FC Barcelona,5,4,H \ M,91,84,87,89,45,77
Fikayo Tomori,Versus Fire,88,CB,,969000,3.00%,Serie A TIM,England,Milan,3,4,M \ H,88,45,66,71,90,85
Gianluigi Donnarumma,IF,88,GK,,37750,0.66%,Ligue 1 Uber Eats,Italy,Paris SG,1,3,M \ M,91,84,80,90,53,85
Florian Wirtz,Bundes POTM SBC,88,CAM,CM,48450,,Bundesliga,Germany,Leverkusen,4,4,H \ M,81,84,88,90,57,68
Nwankwo Kanu,Hero,87,CF,ST,23500,,Eredivisie,Nigeria,HERO,4,3,M \ M,82,87,82,88,41,76
John Arne Riise,Hero,87,LB,"LWB,LM",63500,,Premier League,Norway,HERO,3,3,H \ M,85,82,82,82,83,87
Ramires,Hero,87,CDM,RM,980000,,Premier League,Brazil,HERO,4,3,H \ H,89,80,81,82,85,85
Heung Min Son,normal,87,LW,LM,15000,,Premier League,Korea Republic,Spurs,4,5,H \ M,87,88,80,84,42,70
Martin Ødegaard,normal,87,CAM,CM,15000,,Premier League,Norway,Arsenal,5,2,H \ M,72,81,88,87,61,64
Beth Mead,normal,87,RW,"RM,LW",15500,,Barclays WSL,England,Arsenal,5,4,H \ H,81,84,84,87,67,73
Lucy Bronze,normal,87,RB,RWB,15500,,Liga F,England,FC Barcelona,3,3,H \ H,73,68,80,80,85,88
Fridolina Rolfö,normal,87,LB,"LWB,LW",16000,,Liga F,Sweden,FC Barcelona,4,5,H \ H,82,82,82,87,83,80
Luka Modric,normal,87,CM,,15250,,LALIGA EA SPORTS,Croatia,Real Madrid,4,4,M \ M,72,76,89,87,72,66
Frenkie de Jong,normal,87,CM,,15250,1.61%,LALIGA EA SPORTS,Holland,FC Barcelona,4,3,H \ M,82,69,86,87,77,78
Gregor Kobel,normal,87,GK,,15250,,Bundesliga,Switzerland,Borussia Dortmund,1,3,M \ M,86,84,74,89,44,85
Manuel Neuer,normal,87,GK,,15750,5.97%,Bundesliga,Germany,FC Bayern München,1,4,M \ M,84,85,90,84,49,88
Ewa Pajor,normal,87,ST,CF,15500,,GPFBL,Poland,VfL Wolfsburg,3,3,H \ L,85,89,63,89,21,69
Lena Oberdorf,normal,87,CDM,CB,16000,1.54%,GPFBL,Germany,VfL Wolfsburg,3,3,M \ M,58,61,77,76,87,89
Lina Magull,normal,87,CAM,CM,15750,,GPFBL,Germany,FC Bayern München,5,3,H \ M,81,74,84,86,57,68
Rose Lavelle,normal,87,CAM,RM,15000,7.69%,NWSL,United States,OL Reign,4,4,H \ M,86,78,84,87,45,65
Marquinhos,normal,87,CB,,15750,,Ligue 1 Uber Eats,Brazil,Paris SG,3,3,M \ H,78,56,75,74,89,80
Gianluigi Donnarumma,normal,87,GK,,16750,6.94%,Ligue 1 Uber Eats,Italy,Paris SG,1,3,M \ M,90,82,79,89,52,83
Lautaro Martínez,normal,87,ST,CF,15000,3.23%,Serie A TIM,Argentina,Inter,4,4,H \ M,80,86,71,85,48,85
Mike Maignan,normal,87,GK,,15500,1.59%,Serie A TIM,France,Milan,1,4,M \ M,85,82,87,89,51,85
Sandra Paños Garcia,normal,87,GK,,15000,1.64%,Liga F,Spain,FC Barcelona,1,3,M \ M,86,82,84,89,56,87
Paulo Dybala,IF,87,ST,"CAM,CF",57000,,Serie A TIM,Argentina,Roma FC,4,3,H \ L,82,87,86,91,41,61
Sakina Karchaoui,IF,87,LB,LWB,58000,,D1 Arkema,France,Paris SG,4,4,H \ M,90,62,83,88,81,67
Ian Wright,Icon,87,ST,CF,66000,,Icons,England,EA FC ICONS,3,4,M \ M,88,89,69,81,40,76
Clarence Seedorf,Icon,87,CAM,"RM,LM",66000,5.04%,Icons,Holland,EA FC ICONS,4,4,M \ M,79,84,87,85,66,79
Michael Ballack,Icon,87,CM,CAM,80000,,Icons,Germany,EA FC ICONS,4,4,M \ H,81,87,85,81,78,83
Fernando Torres,Icon,87,ST,CF,128000,3.76%,Icons,Spain,EA FC ICONS,4,4,H \ M,89,87,75,85,43,75
Davor Šuker,Icon,87,ST,CF,66000,3.76%,Icons,Croatia,EA FC ICONS,4,4,H \ M,83,89,79,88,43,75
Patrick Kluivert,Icon,87,ST,CF,66000,3.76%,Icons,Holland,EA FC ICONS,4,4,H \ L,84,86,76,81,40,79
Claude Makélélé,Icon,87,CDM,"RM,CM",150000,0.66%,Icons,France,EA FC ICONS,3,3,L \ H,81,48,76,78,86,86
John Barnes,Icon,87,LW,"LM,CAM",66000,1.49%,Icons,England,EA FC ICONS,4,4,H \ M,89,85,83,89,44,83
Frank Lampard,Icon,87,CM,"CDM,CAM",70000,,Icons,England,EA FC ICONS,3,4,H \ M,77,88,86,84,71,80
David Trezeguet,Icon,87,ST,CF,66000,,Icons,France,EA FC ICONS,4,4,M \ L,82,88,67,79,42,77
Ian Rush,Icon,87,ST,CF,66000,,Icons,Wales,EA FC ICONS,3,4,H \ M,84,89,69,83,43,78
Gianfranco Zola,Icon,87,CF,ST,83500,0.60%,Icons,Italy,EA FC ICONS,4,4,H \ M,85,88,85,89,41,63
Robert Pirès,Icon,87,LM,"RM,CAM,LW",66000,0.60%,Icons,France,EA FC ICONS,4,4,M \ M,86,79,84,86,38,64
Frank Rijkaard,Icon,87,CDM,"CB,CM",70000,0.60%,Icons,Holland,EA FC ICONS,3,4,M \ M,77,73,80,77,87,86
Nemanja Vidić,Icon,87,CB,,110000,,Icons,Serbia,EA FC ICONS,2,3,M \ H,78,48,62,62,90,89
Xabi Alonso,Icon,87,CDM,CM,66000,,Icons,Spain,EA FC ICONS,3,4,H \ H,71,77,86,78,82,80
Emmanuel Petit,Icon,87,CDM,"LB,CM",85000,0.58%,Icons,France,EA FC ICONS,3,3,H \ H,77,77,79,76,85,87
Joe Cole,Hero,87,RW,"RM,CAM,LW",33250,,Premier League,England,HERO,4,4,H \ M,88,84,86,90,51,72
Rui Costa,Hero,87,CAM,,16750,,Serie A TIM,Portugal,HERO,4,4,M \ M,83,80,87,85,43,76
Iván Córdoba,Hero,87,CB,,196000,,Serie A TIM,Colombia,HERO,2,3,L \ H,86,63,65,68,90,87
Yaya Touré,Hero,87,CDM,"CM,CAM",405000,,Premier League,Côte d'Ivoire,HERO,4,4,M \ M,78,83,86,84,80,89
Dimitar Berbatov,Hero,87,ST,CF,16250,1.52%,Premier League,Bulgaria,HERO,4,3,M \ L,80,85,81,87,34,74
Claudio Marchisio,Hero,87,CM,"CDM,LM",132000,,Serie A TIM,Italy,HERO,4,4,H \ H,82,81,85,86,80,82
Jorge Campos,Hero,87,GK,,16500,,MLS,Mexico,HERO,3,4,M \ M,93,83,81,90,84,80
Hidetoshi Nakata,Hero,87,CAM,CM,15500,3.13%,Serie A TIM,Japan,HERO,4,4,M \ M,85,84,85,86,62,65
Tomas Brolin,Hero,87,ST,"CAM,CF,RW",18000,,Serie A TIM,Sweden,HERO,4,3,H \ H,87,88,83,90,59,69
Harry Kewell,Hero,87,LW,"LM,CAM",31750,,Premier League,Australia,HERO,4,3,M \ M,90,85,88,88,52,69
Steve McManaman,Hero,87,RM,"LM,CAM,RW",22500,,Premier League,England,HERO,4,4,H \ M,89,77,84,87,46,77
Matheus Cunha,Objectives,87,ST,"LM,CAM,CF",0,,Premier League,Brazil,Wolves,4,4,H \ H,89,87,83,90,48,81
Koné,Objectives,87,CM,,0,,Bundesliga,France,M'gladbach,4,3,M \ M,82,82,87,90,78,85
Kevin De Bruyne,Flashback SBC,87,CM,CAM,129100,,Premier League,Belgium,Manchester City,4,4,H \ M,80,84,91,83,70,74
João Cancelo,IF,87,RB,"RWB,LB,LWB",99000,1.00%,LALIGA EA SPORTS,Portugal,FC Barcelona,4,4,H \ L,82,74,87,85,82,73
N'Golo Kanté,IF,87,CDM,CM,45000,6.74%,ROSHN Saudi League,France,Al Ittihad,2,3,M \ H,70,66,75,81,86,79
Pedro Gonçalves,Europa League,87,LW,"CM,LM,RW",18000,,Liga Portugal,Portugal,Sporting CP,4,4,H \ M,83,87,86,88,67,72
Dries Mertens,Champions League,87,CF,"CAM,ST",18250,,Trendyol Süper Lig,Belgium,Galatasaray,4,4,H \ H,82,86,86,88,47,55
Konrad Laimer,Champions League,87,CDM,CM,39500,5.95%,Bundesliga,Austria,FC Bayern München,3,3,M \ H,83,76,83,82,85,84
Dodô,Conference League,87,RB,RWB,99000,2.94%,Serie A TIM,Brazil,Fiorentina,3,3,H \ M,93,75,85,89,81,82
Svenja Huth,Champions League,87,RM,"CAM,RW",17500,2.78%,GPFBL,Germany,VfL Wolfsburg,4,4,M \ M,83,74,85,87,56,70
Giovanni Reyna,Champions League,87,CAM,"RM,LM,RW",0,,Bundesliga,United States,Borussia Dortmund,4,2,M \ M,87,85,85,91,46,83
Mohammed Kudus,Europa League,87,RW,"RM,CAM",86700,,Premier League,Ghana,West Ham,4,3,M \ L,95,81,78,91,67,82
André Silva,Champions League SBC,87,ST,CF,35050,,LALIGA EA SPORTS,Portugal,Real Sociedad,4,3,M \ M,85,88,81,89,52,85
Francis Coquelin,Europa League SBC,87,CM,"RM,LM",54400,,LALIGA EA SPORTS,France,Villarreal CF,3,4,M \ H,80,75,84,86,85,86
Khvicha Kvaratskhelia,IF,87,LW,"LM,RW",42000,1.18%,Serie A TIM,Georgia,Napoli FC,5,5,M \ M,86,82,82,88,42,72
Jude Bellingham,IF,87,CAM,CM,71000,1.18%,LALIGA EA SPORTS,England,Real Madrid,4,4,H \ H,77,77,80,86,79,83
Jonathan Clauss,Europa League,87,RWB,"RB,RM",18750,1.32%,Ligue 1 Uber Eats,France,OM,3,3,H \ H,92,75,83,84,81,78
Matteo Darmian,Champions League,87,CB,"RWB,RM",0,,Serie A TIM,Italy,Inter,3,5,M \ M,81,66,83,84,90,82
Pepe,Champions League,87,CB,,26750,,Liga Portugal,Portugal,FC Porto,2,3,M \ H,82,58,68,69,87,93
Pedro,Champions League,87,RW,"RM,LW",17000,,Serie A TIM,Spain,Latium,4,5,H \ L,84,83,85,93,43,59
Nemanja Matic,Europa League,87,CDM,CM,17500,1.41%,Ligue 1 Uber Eats,Serbia,Stade Rennais FC,3,3,L \ M,81,76,85,85,88,87
Sergej Milinkovic-Savic,IF,87,CM,,38750,6.63%,ROSHN Saudi League,Serbia,Al Hilal,4,5,H \ M,70,82,83,83,80,87
Rafael Leão,SBC,87,LW,"LM,CF,ST",693900,6.63%,Serie A TIM,Portugal,Milan,4,4,M \ L,94,81,77,88,28,78
Rodrygo,Trailblazers SBC,87,ST,"RM,RW,LW",514250,6.63%,LALIGA EA SPORTS,Brazil,Real Madrid,4,4,M \ M,90,85,82,90,33,65
Declan Rice,Trailblazers SBC,87,CDM,CM,151450,6.63%,Premier League,England,Arsenal,2,3,M \ H,78,67,77,80,87,85
Kevin Trapp,Trailblazers SBC,87,GK,,27100,6.63%,Bundesliga,Germany,Frankfurt,1,4,M \ M,85,83,80,88,48,87
Domenico Berardi,IF,87,RW,RM,44000,0.56%,Serie A TIM,Italy,Sassuolo,4,4,H \ M,86,87,84,89,38,75
Julián Álvarez,Trailblazers SBC,87,ST,"CF,RW",468300,0.56%,Premier League,Argentina,Manchester City,4,4,H \ H,86,88,84,90,62,83
Rafael Leão,Trailblazers,87,LW,"LM,CF,ST",311000,3.12%,Serie A TIM,Portugal,Milan,4,4,M \ L,94,82,76,89,28,77
Riyad Mahrez,Trailblazers,87,RM,RW,23250,9.71%,ROSHN Saudi League,Algeria,Al Ahli,5,4,M \ M,82,82,82,91,39,61
Iago Aspas,Flashback SBC,87,ST,CF,148100,9.71%,LALIGA EA SPORTS,Spain,RC Celta,3,4,H \ H,85,88,82,89,39,70
Luis Alberto,IF,87,CM,,44000,21.43%,Serie A TIM,Spain,Latium,4,4,M \ M,75,82,88,87,66,64
Gennaro Gattuso,Squad Found. C.L.,87,CDM,CM,53000,6.19%,Icons,Italy,EA FC ICONS,2,3,M \ H,75,63,70,71,90,88
Marta Vieira da Silva,FUT Centurions,87,CAM,RM,287000,6.19%,NWSL,Brazil,Orlando Pride,5,4,H \ M,80,86,88,91,48,78
Mykhailo Mudryk,ShowDown SBC,87,LW,LM,147550,6.19%,Premier League,Ukraine,Chelsea,4,4,H \ M,95,82,80,88,56,70
Ollie Watkins,FUT Centurions SBC,87,ST,CF,125100,6.19%,Premier League,England,Aston Villa,3,4,H \ H,91,87,77,84,55,82
Alex Iwobi,Objectives,87,RM,"CM,RW",0,,Premier League,Nigeria,Fulham,4,3,H \ H,89,82,85,90,62,86
Axel Witsel,Objectives,87,CDM,"CB,CM",0,,LALIGA EA SPORTS,Belgium,Atlético de Madrid,3,4,L \ M,80,72,86,84,87,83
Rick Karsdorp,Objectives,87,RB,"RWB,RM,RW",0,,Serie A TIM,Holland,Roma FC,3,3,M \ M,89,77,81,87,80,84
Leah Williamson,FUT Centurions,87,CB,CDM,38250,0.65%,Barclays WSL,England,Arsenal,3,3,H \ M,81,47,75,74,88,80
Midge Purce,ShowDown SBC,87,RW,"RM,LW",21600,,NWSL,United States,NJ/NY Gotham,4,3,M \ M,95,83,81,87,48,78
Grimaldo,SIF,87,LM,"LB,LWB,LW",49750,,Bundesliga,Spain,Leverkusen,3,2,H \ M,91,73,86,87,81,77
Ousmane Dembélé,IF,87,RW,"RM,LW",168000,,Ligue 1 Uber Eats,France,Paris SG,5,5,H \ M,94,79,82,88,37,59
Thiago Silva,FUT Centurions SBC,87,CB,,135850,,Premier League,Brazil,Chelsea,2,3,M \ H,80,57,77,75,90,82
Ledley King,Triple Threat Hero S,87,CB,,358850,,Premier League,England,HERO,2,4,M \ H,82,56,71,73,90,81
Thiago,Triple Threat,87,CM,,50000,8.26%,Premier League,Spain,Liverpool,5,3,M \ M,80,75,89,92,75,70
James Maddison,Triple Threat,87,CAM,"RM,CM",0,,Premier League,England,Spurs,4,4,H \ M,77,85,90,90,58,67
Delphine Cascarino,Triple Threat,87,RW,RM,196000,0.51%,D1 Arkema,France,OL,4,3,H \ M,97,78,84,91,41,61
Dirk Kuyt,Triple Threat Hero,87,RW,RM,37750,,Premier League,Holland,HERO,3,3,H \ H,85,89,82,84,72,83
Sidney Govou,Triple Threat Hero,87,ST,"RM,CF",152000,,Ligue 1 Uber Eats,France,HERO,4,3,H \ M,90,90,81,90,56,72
Olivier Giroud,Flashback SBC,87,ST,CF,101150,,Serie A TIM,France,Milan,4,4,H \ M,85,88,80,82,47,86
Florian Wirtz,Bundes POTM SBC,87,CAM,CM,17800,,Bundesliga,Germany,Leverkusen,4,4,H \ M,79,82,87,89,56,67
Hirving Lozano,FC Pro SBC,87,RW,RM,82950,,Eredivisie,Mexico,PSV,4,3,H \ L,95,82,80,87,49,72
Mohamed Simakan,FC Pro,87,CB,"RB,LB",39000,,Bundesliga,France,RB Leipzig,2,3,M \ M,84,54,75,78,88,88
Nicolò Barella,IF,87,CM,,65500,,Serie A TIM,Italy,Inter,3,3,H \ H,80,79,83,86,80,81
Kingsley Coman,SIF,87,RW,"RM,LM,LW",65500,,Bundesliga,France,FC Bayern München,5,3,M \ M,91,80,82,89,32,65
Ronald Araujo,IF,87,RB,"RWB,CB",50500,4.72%,LALIGA EA SPORTS,Uruguay,FC Barcelona,2,3,M \ H,81,52,66,64,87,85
Alphonso Davies,Thunderstruck,87,LB,"LWB,LM",277000,1.77%,Bundesliga,Canada,FC Bayern München,4,4,H \ L,98,74,83,88,78,81
Lukas Klostermann,Thunderstruck,87,CB,RB,31500,1.77%,Bundesliga,Germany,RB Leipzig,2,3,L \ M,86,59,75,82,88,85
Juan Cuadrado,Thunderstruck,87,RM,"RB,RW",168000,,Serie A TIM,Colombia,Inter,5,3,H \ L,95,81,85,91,83,78
Bremer,Thunderstruck,87,CB,,29000,,Serie A TIM,Brazil,Juventus,2,2,M \ H,84,53,60,70,88,86
